../datasets/watt_2/watt_2.mtx,1856,1856,11550,82066,45632,1.798431,3.414000,0.048076
../datasets/nv1/nv1.mtx,75468,75468,2449194,90134026,19145104,4.707941,249.453000,0.722653
../datasets/poisson3Db/poisson3Db.mtx,85623,85623,2374949,84407251,21082776,4.003612,2781.806000,0.060685
../datasets/watt_2/watt_2.mtx,1856,1856,11550,77936,41224,1.890549,9.822000,0.015870
../datasets/nv1/nv1.mtx,75468,75468,2449194,90134026,19135962,4.710190,262.697000,0.686220
../datasets/poisson3Db/poisson3Db.mtx,85623,85623,2374949,84407251,21082818,4.003604,2785.217000,0.060611
../datasets/watt_2/watt_2.mtx,1856,1856,11550,77936,41224,1.890549,10.965000,0.014215
../datasets/1138_bus/1138_bus.mtx,1138,1138,4054,18138,11069,1.638630,2.463000,0.014728
../datasets/bcsstm11/bcsstm11.mtx,1473,1473,1473,1473,1473,1.000000,2.541000,0.001159
../datasets/bcsstm24/bcsstm24.mtx,3562,3562,3562,3562,3562,1.000000,2.135000,0.003337
../datasets/c-53/c-53.mtx,30235,30235,372213,191127691,43286548,4.415406,50.791000,7.526046
../datasets/can_445/can_445.mtx,445,445,3809,33307,11193,2.975699,2.142000,0.031099
../datasets/delaunay_n17/delaunay_n17.mtx,131072,131072,786352,4954586,2699867,1.835122,10.541000,0.940060
../datasets/exdata_1/exdata_1.mtx,6001,6001,2269501,3390807001,11270201,300.864821,284.220000,23.860439
../datasets/gyro/gyro.mtx,17361,17361,1021159,77897567,6967230,11.180565,18.077000,8.618418
../datasets/gyro_m/gyro_m.mtx,17361,17361,340431,8657751,2080190,4.162000,9.747000,1.776496
../datasets/jagmesh2/jagmesh2.mtx,1009,1009,6865,47075,18179,2.589526,4.859000,0.019376
../datasets/nemeth12/nemeth12.mtx,9506,9506,446818,21402666,977388,21.897819,8.928000,4.794504
../datasets/nv1/nv1.mtx,75468,75468,2449194,90134026,19132817,4.710965,265.938000,0.677857
../datasets/pkustk07/pkustk07.mtx,16860,16860,2418804,410021730,19850269,20.655727,67.124000,12.216844
../datasets/poisson3Db/poisson3Db.mtx,85623,85623,2374949,84407251,21078170,4.004487,2834.237000,0.059563
../datasets/watt_2/watt_2.mtx,1856,1856,11550,77936,41224,1.890549,11.048000,0.014109
../datasets/1138_bus/1138_bus.mtx,1138,1138,4054,18138,11069,1.638630,3.043000,0.011921
../datasets/bcsstm11/bcsstm11.mtx,1473,1473,1473,1473,1473,1.000000,2.822000,0.001044
../datasets/bcsstm24/bcsstm24.mtx,3562,3562,3562,3562,3562,1.000000,3.149000,0.002262
../datasets/c-53/c-53.mtx,30235,30235,372213,191127691,43288038,4.415254,49.287000,7.755704
../datasets/can_445/can_445.mtx,445,445,3809,33307,11193,2.975699,6.417000,0.010381
../datasets/delaunay_n17/delaunay_n17.mtx,131072,131072,786352,4954586,2699865,1.835124,11.490000,0.862417
../datasets/exdata_1/exdata_1.mtx,6001,6001,2269501,3390807001,11270172,300.865595,293.206000,23.129179
../datasets/gyro/gyro.mtx,17361,17361,1021159,77897567,6960755,11.190965,17.073000,9.125235
../datasets/gyro_m/gyro_m.mtx,17361,17361,340431,8657751,2083518,4.155352,10.142000,1.707306
../datasets/jagmesh2/jagmesh2.mtx,1009,1009,6865,47075,18179,2.589526,8.358000,0.011265
../datasets/nemeth12/nemeth12.mtx,9506,9506,446818,21402666,977388,21.897819,4.976000,8.602358
../datasets/nv1/nv1.mtx,75468,75468,2449194,90134026,19140983,4.708955,264.510000,0.681517
../datasets/pkustk07/pkustk07.mtx,16860,16860,2418804,410021730,19868452,20.636823,68.404000,11.988238
../datasets/poisson3Db/poisson3Db.mtx,85623,85623,2374949,84407251,21081918,4.003775,2783.521000,0.060648
../datasets/watt_2/watt_2.mtx,1856,1856,11550,82066,45632,1.798431,3.289000,0.049903
../datasets/1138_bus/1138_bus.mtx,1138,1138,4054,18138,11069,1.638630,3.030000,0.011972
../datasets/bcsstm11/bcsstm11.mtx,1473,1473,1473,1473,1473,1.000000,2.544000,0.001158
../datasets/bcsstm24/bcsstm24.mtx,3562,3562,3562,3562,3562,1.000000,3.552000,0.002006
../datasets/c-53/c-53.mtx,30235,30235,372213,191127691,43285248,4.415539,49.991000,7.646484
../datasets/can_445/can_445.mtx,445,445,3809,33307,11193,2.975699,6.468000,0.010299
../datasets/delaunay_n17/delaunay_n17.mtx,131072,131072,786352,4954586,2699889,1.835107,10.173000,0.974066
../datasets/exdata_1/exdata_1.mtx,6001,6001,2269501,3390807001,11270108,300.867303,280.363000,24.188691
../datasets/gyro/gyro.mtx,17361,17361,1021159,77897567,6963436,11.186657,16.738000,9.307870
../datasets/gyro_m/gyro_m.mtx,17361,17361,340431,8657751,2083714,4.154961,10.733000,1.613296
../datasets/jagmesh2/jagmesh2.mtx,1009,1009,6865,47075,18179,2.589526,3.082000,0.030548
../datasets/nemeth12/nemeth12.mtx,9506,9506,446818,21402666,977388,21.897819,5.354000,7.995019
../datasets/nv1/nv1.mtx,75468,75468,2449194,90134026,19150142,4.706703,239.526000,0.752603
../datasets/pkustk07/pkustk07.mtx,16860,16860,2418804,410021730,19854835,20.650976,69.946000,11.723951
../datasets/poisson3Db/poisson3Db.mtx,85623,85623,2374949,84407251,21083901,4.003398,2764.375000,0.061068
../datasets/watt_2/watt_2.mtx,1856,1856,11550,77936,41224,1.890549,6.649000,0.023443
